Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Mutant 1	Peptides Mutant 2	Peptides WT	Razor + unique peptides Mutant 1	Razor + unique peptides Mutant 2	Razor + unique peptides WT	Unique peptides Mutant 1	Unique peptides Mutant 2	Unique peptides WT	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Q-value	Score	Identification type Mutant 1	Identification type Mutant 2	Identification type WT	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 Mutant 1	Reporter intensity corrected 1 Mutant 1	Reporter intensity corrected 2 Mutant 1	Reporter intensity corrected 3 Mutant 1	Reporter intensity corrected 4 Mutant 1	Reporter intensity corrected 5 Mutant 1	Reporter intensity corrected 6 Mutant 1	Reporter intensity corrected 7 Mutant 1	Reporter intensity corrected 8 Mutant 1	Reporter intensity corrected 9 Mutant 1	Reporter intensity corrected 0 Mutant 2	Reporter intensity corrected 1 Mutant 2	Reporter intensity corrected 2 Mutant 2	Reporter intensity corrected 3 Mutant 2	Reporter intensity corrected 4 Mutant 2	Reporter intensity corrected 5 Mutant 2	Reporter intensity corrected 6 Mutant 2	Reporter intensity corrected 7 Mutant 2	Reporter intensity corrected 8 Mutant 2	Reporter intensity corrected 9 Mutant 2	Reporter intensity corrected 0 WT	Reporter intensity corrected 1 WT	Reporter intensity corrected 2 WT	Reporter intensity corrected 3 WT	Reporter intensity corrected 4 WT	Reporter intensity corrected 5 WT	Reporter intensity corrected 6 WT	Reporter intensity corrected 7 WT	Reporter intensity corrected 8 WT	Reporter intensity corrected 9 WT	Reporter intensity 0 Mutant 1	Reporter intensity 1 Mutant 1	Reporter intensity 2 Mutant 1	Reporter intensity 3 Mutant 1	Reporter intensity 4 Mutant 1	Reporter intensity 5 Mutant 1	Reporter intensity 6 Mutant 1	Reporter intensity 7 Mutant 1	Reporter intensity 8 Mutant 1	Reporter intensity 9 Mutant 1	Reporter intensity 0 Mutant 2	Reporter intensity 1 Mutant 2	Reporter intensity 2 Mutant 2	Reporter intensity 3 Mutant 2	Reporter intensity 4 Mutant 2	Reporter intensity 5 Mutant 2	Reporter intensity 6 Mutant 2	Reporter intensity 7 Mutant 2	Reporter intensity 8 Mutant 2	Reporter intensity 9 Mutant 2	Reporter intensity 0 WT	Reporter intensity 1 WT	Reporter intensity 2 WT	Reporter intensity 3 WT	Reporter intensity 4 WT	Reporter intensity 5 WT	Reporter intensity 6 WT	Reporter intensity 7 WT	Reporter intensity 8 WT	Reporter intensity 9 WT	Reporter intensity count 0 Mutant 1	Reporter intensity count 1 Mutant 1	Reporter intensity count 2 Mutant 1	Reporter intensity count 3 Mutant 1	Reporter intensity count 4 Mutant 1	Reporter intensity count 5 Mutant 1	Reporter intensity count 6 Mutant 1	Reporter intensity count 7 Mutant 1	Reporter intensity count 8 Mutant 1	Reporter intensity count 9 Mutant 1	Reporter intensity count 0 Mutant 2	Reporter intensity count 1 Mutant 2	Reporter intensity count 2 Mutant 2	Reporter intensity count 3 Mutant 2	Reporter intensity count 4 Mutant 2	Reporter intensity count 5 Mutant 2	Reporter intensity count 6 Mutant 2	Reporter intensity count 7 Mutant 2	Reporter intensity count 8 Mutant 2	Reporter intensity count 9 Mutant 2	Reporter intensity count 0 WT	Reporter intensity count 1 WT	Reporter intensity count 2 WT	Reporter intensity count 3 WT	Reporter intensity count 4 WT	Reporter intensity count 5 WT	Reporter intensity count 6 WT	Reporter intensity count 7 WT	Reporter intensity count 8 WT	Reporter intensity count 9 WT	Sequence coverage Mutant 1 [%]	Sequence coverage Mutant 2 [%]	Sequence coverage WT [%]	Intensity	Intensity Mutant 1	Intensity Mutant 2	Intensity WT	iBAQ	iBAQ Mutant 1	iBAQ Mutant 2	iBAQ WT	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	HexNAc (ST) site IDs	Oxidation (M) site IDs	HexNAc (ST) site positions	Oxidation (M) site positions
A0A0B4KHE9;A0A0B4KI10;Q9V3P6-2;Q9V3P6	A0A0B4KHE9;A0A0B4KI10;Q9V3P6-2;Q9V3P6	1;1;1;1	1;1;1;1	1;1;1;1	26S proteasome non-ATPase regulatory subunit 1	Rpn2	tr|A0A0B4KHE9|A0A0B4KHE9_DROME 26S proteasome non-ATPase regulatory subunit 1 OS=Drosophila melanogaster OX=7227 GN=Rpn2 PE=3 SV=1;tr|A0A0B4KI10|A0A0B4KI10_DROME 26S proteasome non-ATPase regulatory subunit 1 OS=Drosophila melanogaster OX=7227 GN=Rpn2 PE=3	4	1	1	1	1	1	1	1	1	1	1	1	1	1.2	1.2	1.2	113.2	1020	1020;1029;946;1020	2	1	1	1	0	17.835	By matching	By matching	By MS/MS	590.91	706.75	202.58	0	241.02	201.65	952.12	0	0	207.43	557.7	663.62	228.13	0	251.48	190.99	908.95	0	0	195.32	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590.91	706.75	202.58	0	241.02	201.65	952.12	0	0	207.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557.7	663.62	228.13	0	251.48	190.99	908.95	0	0	195.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1.2	1.2	1.2	2132100	245130	549330	1337700	41003	4714.1	10564	25724	1				10	6	True	6	17;18;19	17	17				
Q9VA83;Q9U7A3;Q9U4U2;A0A0B4KHF0	Q9VA83;Q9U7A3;Q9U4U2;A0A0B4KHF0	1;1;1;1	1;1;1;1	1;1;1;1	Ferritin	Fer2LCH	tr|Q9VA83|Q9VA83_DROME Ferritin OS=Drosophila melanogaster OX=7227 GN=Fer2LCH PE=1 SV=1;tr|Q9U7A3|Q9U7A3_DROME Ferritin OS=Drosophila melanogaster OX=7227 GN=Fer2LCH PE=2 SV=1;tr|Q9U4U2|Q9U4U2_DROME Ferritin OS=Drosophila melanogaster OX=7227 GN=Fer2LCH PE	4	1	1	1	1	1	1	1	1	1	1	1	1	7.5	7.5	7.5	25.242	227	227;227;227;236	1.75	2	1	1	0	35.279	By MS/MS	By MS/MS	By MS/MS	14099	11457	8693.7	3432.7	15393	14811	49314	22455	15411	24000	13321	10778	9210.8	4197.1	15673	14479	47640	22951	16644	23118	4	4	4	4	4	4	4	4	4	4	3821.3	2543	2711.3	686.8	8144.4	6881.7	7402.6	11856	6741.5	10096	2200.8	3047.3	3053.8	735.57	2639.6	1211.8	2121.9	2332.3	5045.5	908.13	8077.3	5867.2	2928.7	2010.3	4608.8	6717.1	39789	8267.3	3624.3	12996	3611.7	2391.7	2859.1	918.02	7933	6702.7	7552.8	12003	6679.9	9780.7	2085.7	2865.5	3019.9	904	2698.5	1209.1	2264.8	2323.5	4854.3	909.09	7623.9	5520.5	3331.9	2375.1	5041.1	6566.7	37822	8624.3	5109.9	12428	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	7.5	7.5	7.5	32086000	8214900	2281300	21590000	2291800	586780	162950	1542100	4				11	382	True	415	1418;1419;1420;1421	1151;1152;1153;1154	1151				
Q9VDH2;Q0KI38;A0A0B4KHJ0	Q9VDH2;Q0KI38;A0A0B4KHJ0	1;1;1	1;1;1	1;1;1			tr|Q9VDH2|Q9VDH2_DROME CG5621, isoform A OS=Drosophila melanogaster OX=7227 GN=Grik PE=2 SV=2;tr|Q0KI38|Q0KI38_DROME CG5621, isoform D OS=Drosophila melanogaster OX=7227 GN=Grik PE=3 SV=2;tr|A0A0B4KHJ0|A0A0B4KHJ0_DROME CG5621, isoform C OS=Drosophila melan	3	1	1	1	0	1	0	0	1	0	0	1	0	2.8	2.8	2.8	92.648	822	822;906;907	3			1	0.0080321	5.534		By MS/MS		1376.1	2318.7	3458.3	931.11	1466.2	502.62	254.69	498.12	353.34	222.23	1309.9	2182.5	3335.9	1033.8	1588.5	523.29	320.13	506.52	344.46	220.79	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1376.1	2318.7	3458.3	931.11	1466.2	502.62	254.69	498.12	353.34	222.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1309.9	2182.5	3335.9	1033.8	1588.5	523.29	320.13	506.52	344.46	220.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2.8	0	1457400	0	1457400	0	38353	0	38353	0	1				12	331	True	362	1245	1021	1021				
P09491-2;A0A0B4KHJ9	P09491-2;A0A0B4KHJ9	1;1	1;1	1;1		Tm2	sp|P09491-2|TPM2_DROME Isoform Embryonic of Tropomyosin-2 OS=Drosophila melanogaster OX=7227 GN=Tm2;tr|A0A0B4KHJ9|A0A0B4KHJ9_DROME Tropomyosin 2, isoform E OS=Drosophila melanogaster OX=7227 GN=Tm2 PE=1 SV=1	2	1	1	1	1	1	1	1	1	1	1	1	1	5.6	5.6	5.6	32.806	284	284;284	2	1	1	1	0	9.5959	By matching	By matching	By MS/MS	1592.4	1836.1	371.89	439.96	262.41	805.98	4293	834.7	0	884.82	1502.2	1726.6	450.9	542.83	325.7	793.56	4058.8	862.82	0	852.48	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1592.4	1836.1	371.89	439.96	262.41	805.98	4293	834.7	0	884.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1502.2	1726.6	450.9	542.83	325.7	793.56	4058.8	862.82	0	852.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	5.6	5.6	5.6	5100500	1191700	1988700	1920100	318780	74480	124290	120010	1				13	327	True	357	1230;1231;1232	1008	1008		3		274
A0A0B4KI24;Q27415	A0A0B4KI24;Q27415	1;1	1;1	1;1	Nucleoplasmin-like protein	Nlp	tr|A0A0B4KI24|A0A0B4KI24_DROME Nucleoplasmin, isoform B OS=Drosophila melanogaster OX=7227 GN=Nlp PE=4 SV=1;sp|Q27415|NLP_DROME Nucleoplasmin-like protein OS=Drosophila melanogaster OX=7227 GN=Nlp PE=1 SV=1	2	1	1	1	1	1	1	1	1	1	1	1	1	17.8	17.8	17.8	16.996	152	152;152	2	1	1	1	0	19.47	By MS/MS	By matching	By MS/MS	8442.4	3718.9	2976	236.63	2198.9	2400.3	9933.1	2613.6	979.67	1319.7	7968.1	3493.3	3316	460.28	2378.3	2314.5	9494.5	2653.2	1324.5	1303.2	2	2	2	1	2	2	2	2	1	2	5625.2	415.07	1398.8	0	913.17	289.37	516.54	409.96	0	1047.9	0	0	0	0	0	0	0	0	0	0	2817.2	3303.8	1577.2	236.63	1285.8	2110.9	9416.6	2203.7	979.67	271.85	5307	389.74	1644.8	0	949.26	280.62	530.7	438.12	0	996.18	0	0	0	0	0	0	0	0	0	0	2661.1	3103.6	1671.2	460.28	1429	2033.9	8963.8	2215	1324.5	306.98	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	17.8	17.8	17.8	13857000	3804300	5960500	4091800	1732100	475540	745060	511470	2				14	10	True	11	35;36;37	30;31	31				
A0A0B4LEY6;Q94518	A0A0B4LEY6;Q94518	2;2	2;2	2;2	Nascent polypeptide-associated complex subunit alpha	Nacalpha	tr|A0A0B4LEY6|A0A0B4LEY6_DROME Nascent polypeptide associated complex protein alpha subunit, isoform D OS=Drosophila melanogaster OX=7227 GN=Nacalpha PE=4 SV=1;sp|Q94518|NACA_DROME Nascent polypeptide-associated complex subunit alpha OS=Drosophila melanoga	2	2	2	2	1	1	2	1	1	2	1	1	2	24.4	24.4	24.4	23.021	217	217;217	1.8	2	2	1	0	29.062	By MS/MS	By MS/MS	By MS/MS	6237.9	9964.1	3373.7	32.479	3032.3	5910.8	17290	13724	9557.7	7043.6	5891.9	9356.2	3584.5	333.71	3245.6	5773.5	16703	13655	9758.6	6950	4	4	4	1	3	4	4	3	4	4	2697.9	4319.9	1566	32.479	1809	2440.2	5994.7	4640.2	2850.2	3175.6	1767.8	1486.6	1055.4	0	1056.2	2821	2313	6362.2	5970.6	1471.9	1772.1	4157.6	752.42	0	167.06	649.55	8982.2	2721.5	736.87	2396	2548.7	4056.5	1652.8	333.71	1877.7	2372	5815	4664.9	2945.7	3097.6	1670.2	1395.9	1106	0	1093	2748.9	2394.2	6288.9	5736.1	1533.3	1673	3903.9	825.72	0	274.88	652.57	8494	2700.7	1076.8	2319.1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	2	2	2	0	1	2	2	1	2	2	7.8	7.8	24.4	8281400	1857700	1600100	4823600	1035200	232210	200020	602950	4				15	29;322	True;True	34;352	110;1216;1217;1218;1219	98;997;998;999	98;998				
A0A0B4LF57;P62152	A0A0B4LF57;P62152	1;1	1;1	1;1	Calmodulin	Cam	tr|A0A0B4LF57|A0A0B4LF57_DROME Calmodulin, isoform C OS=Drosophila melanogaster OX=7227 GN=Cam PE=1 SV=1;sp|P62152|CALM_DROME Calmodulin OS=Drosophila melanogaster OX=7227 GN=Cam PE=1 SV=2	2	1	1	1	1	1	1	1	1	1	1	1	1	20.1	20.1	20.1	16.81	149	149;149	2	1	1	1	0	97.843	By matching	By MS/MS	By matching	12515	7351.5	13562	629.28	10367	1984.1	1257.9	6377.1	13207	4249.8	11846	6906.4	13540	1078.2	10592	1991.4	2045.1	6354.5	12524	4149.3	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	12515	7351.5	13562	629.28	10367	1984.1	1257.9	6377.1	13207	4249.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11846	6906.4	13540	1078.2	10592	1991.4	2045.1	6354.5	12524	4149.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	20.1	20.1	20.1	38942000	10620000	11506000	16816000	4326900	1179900	1278500	1868500	1				16	9	True	10	32;33;34	29	29				
Q7JNC6;E2QCF1;A0A0B4LFH8;Q7KN85;Q6AWP8	Q7JNC6;E2QCF1;A0A0B4LFH8;Q7KN85;Q6AWP8	2;2;2;2;2	2;2;2;2;2	2;2;2;2;2		ATPCL	tr|Q7JNC6|Q7JNC6_DROME ATP citrate lyase (Fragment) OS=Drosophila melanogaster OX=7227 GN=ATPCL PE=2 SV=1;tr|E2QCF1|E2QCF1_DROME ATP-citrate synthase OS=Drosophila melanogaster OX=7227 GN=ATPCL PE=1 SV=1;tr|A0A0B4LFH8|A0A0B4LFH8_DROME ATP-citrate synthase 	5	2	2	2	0	1	2	0	1	2	0	1	2	7.9	7.9	7.9	42.934	391	391;1095;1096;1112;1112	1.67	2		1	0	19.079		By MS/MS	By MS/MS	2583.7	1068.8	1036.7	150.77	419.43	408.79	2568.4	0	234.84	459.26	2439	1004.4	1129.3	198.05	490.26	393.5	2447.3	0	330.69	432.45	2	2	2	1	2	1	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2583.7	1068.8	1036.7	150.77	419.43	408.79	2568.4	0	234.84	459.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2439	1004.4	1129.3	198.05	490.26	393.5	2447.3	0	330.69	432.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	2	1	2	0	2	2	0	3.8	7.9	3057300	0	0	3057300	160910	0	0	160910	3				17	63;69	True;True	72;79	249;270;271	197;212;213	197;212				
A0A0B4LFZ4;D0IQG4;Q7KN62-2;Q7KN62;Q7KN62-3	A0A0B4LFZ4;D0IQG4;Q7KN62-2;Q7KN62;Q7KN62-3	2;2;2;2;2	2;2;2;2;2	2;2;2;2;2	Transitional endoplasmic reticulum ATPase TER94	TER94;TER94-RC	tr|A0A0B4LFZ4|A0A0B4LFZ4_DROME TER94, isoform E OS=Drosophila melanogaster OX=7227 GN=TER94 PE=1 SV=1;tr|D0IQG4|D0IQG4_DROME AT24528p (Fragment) OS=Drosophila melanogaster OX=7227 GN=TER94-RC PE=2 SV=1;sp|Q7KN62-2|TERA_DROME Isoform D of Transitional endop	5	2	2	2	2	2	2	2	2	2	2	2	2	4.1	4.1	4.1	91.923	825	825;829;759;801;826	1.9	4	3	3	0	21.622	By MS/MS	By MS/MS	By MS/MS	10700	9075.4	7524.8	1486.7	8220.6	7325.7	26071	11316	4126.8	1900.2	10113	8529.9	7801.7	1845.6	8532.9	7135.9	25080	11254	5002.7	1977.1	6	6	6	3	6	6	6	6	6	4	5010	4169.8	5275.4	345.57	4889.5	4848.3	6066.3	6916.5	3409	1099.4	0	0	0	0	0	0	0	0	0	0	5689.9	4905.5	2249.4	1141.1	3331.1	2477.4	20005	4399.9	717.84	800.81	4741.8	3917.3	5294.3	483.58	4998.8	4686.7	6045.7	6890.7	3476.4	1146.3	0	0	0	0	0	0	0	0	0	0	5371.2	4612.6	2507.4	1362.1	3534	2449.2	19034	4363.1	1526.3	830.84	3	3	3	1	3	3	3	3	3	2	0	0	0	0	0	0	0	0	0	0	3	3	3	2	3	3	3	3	3	2	4.1	4.1	4.1	54565000	9936600	2944400	41684000	1161000	211420	62647	886900	7				18	38;210	True;True	43;233;234	142;143;144;145;146;848;849;850;851;852	126;127;128;702;703;704;705	126;703		4;5;6		297;354;357
A0A0B4LGQ1;Q00637	A0A0B4LGQ1;Q00637	1;1	1;1	1;1	Superoxide dismutase;Superoxide dismutase [Mn], mitochondrial	Sod2	tr|A0A0B4LGQ1|A0A0B4LGQ1_DROME Superoxide dismutase OS=Drosophila melanogaster OX=7227 GN=Sod2 PE=3 SV=1;sp|Q00637|SODM_DROME Superoxide dismutase [Mn], mitochondrial OS=Drosophila melanogaster OX=7227 GN=Sod2 PE=2 SV=3	2	1	1	1	1	0	1	1	0	1	1	0	1	9.7	9.7	9.7	24.659	217	217;217	1.33	2	1		0	18.326	By matching		By MS/MS	10432	11344	5047.1	1991.8	3739.2	3917.5	12136	5329.6	3697	4799.6	9850.8	10663	5391.5	2646.8	3982.5	3867.5	11719	5435.8	4005.8	4642.7	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10432	11344	5047.1	1991.8	3739.2	3917.5	12136	5329.6	3697	4799.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9850.8	10663	5391.5	2646.8	3982.5	3867.5	11719	5435.8	4005.8	4642.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	9.7	0	9.7	6937200	1581800	0	5355400	693720	158180	0	535540	2				19	86	True	96	311;312;313	241;242	241				
A0A0B4LGS4;P54611	A0A0B4LGS4;P54611	1;1	1;1	1;1	V-type proton ATPase subunit E	Vha26	tr|A0A0B4LGS4|A0A0B4LGS4_DROME Vacuolar H[+]-ATPase 26kD subunit, isoform C OS=Drosophila melanogaster OX=7227 GN=Vha26 PE=3 SV=1;sp|P54611|VATE_DROME V-type proton ATPase subunit E OS=Drosophila melanogaster OX=7227 GN=Vha26 PE=2 SV=1	2	1	1	1	1	0	1	1	0	1	1	0	1	5.8	5.8	5.8	26.082	226	226;226	1.5	1	1		0	7.6978	By matching		By MS/MS	5354.3	5798.5	2068.6	2363.3	1847.8	1969.2	9743.4	1234.8	333.32	1176.9	5054.2	5458.1	2284	2629.9	1991	1984.5	9281.1	1302.5	727.99	1136.8	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5354.3	5798.5	2068.6	2363.3	1847.8	1969.2	9743.4	1234.8	333.32	1176.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5054.2	5458.1	2284	2629.9	1991	1984.5	9281.1	1302.5	727.99	1136.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	5.8	0	5.8	4399700	658760	0	3741000	293320	43918	0	249400	1				20	249	True	275	981;982	801	801		7		128
Q4V5R3;A0A0B4LGZ5;P46222	Q4V5R3;A0A0B4LGZ5;P46222	2;2;2	2;2;2	2;2;2	60S ribosomal protein L11	RpL11	tr|Q4V5R3|Q4V5R3_DROME IP06777p OS=Drosophila melanogaster OX=7227 GN=RpL11 PE=2 SV=1;tr|A0A0B4LGZ5|A0A0B4LGZ5_DROME Ribosomal protein L11, isoform B OS=Drosophila melanogaster OX=7227 GN=RpL11 PE=1 SV=1;sp|P46222|RL11_DROME 60S ribosomal protein L11 OS=Dr	3	2	2	2	2	2	2	2	2	2	2	2	2	16	16	16	18.97	163	163;184;184	2	2	2	2	0	143.97	By MS/MS	By MS/MS	By MS/MS	9538.9	7499.6	6592.5	1437.4	4665.6	4296.4	12582	2471.8	2374.2	2583.6	9015.2	7049.8	6799	1823.1	4936.2	4154.4	12148	2627.9	2775.6	2490	5	5	5	3	4	4	4	5	4	5	2766.1	698.69	2816.3	425.59	2224.2	1184.6	1433	1110.9	210.9	1248.6	2460	3898.6	2064.5	0	1252.1	802.95	1076.9	480.73	1827.8	389.11	4312.8	2902.3	1711.6	1011.8	1189.3	2308.8	10072	880.13	335.47	945.88	2617.6	658.47	2824.3	441.98	2265.2	1150.6	1463.2	1154.8	259.92	1201.4	2326.3	3660.4	2091.3	205.95	1316.8	763.58	1125.2	506.42	1771.7	377.52	4071.3	2730.9	1883.4	1175.1	1354.2	2240.2	9559.7	966.7	743.99	911.03	2	2	2	1	1	1	1	2	1	2	1	1	1	0	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	16	16	16	24574000	4799600	5901800	13873000	3510600	685650	843120	1981800	5				21	396;397	True;True	432;433	1486;1487;1488;1489;1490;1491	1208;1209;1210;1211;1212	1209;1210				
F3YDF6;A0A0B4LH71;Q960T2-3;Q960T2-4;Q960T2-2;Q960T2-5;Q960T2	F3YDF6;A0A0B4LH71;Q960T2-3;Q960T2-4;Q960T2-2;Q960T2-5;Q960T2	1;1;1;1;1;1;1	1;1;1;1;1;1;1	1;1;1;1;1;1;1	Synapse-associated protein of 47 kDa	Sap47-RI;Sap47	tr|F3YDF6|F3YDF6_DROME MIP08376p OS=Drosophila melanogaster OX=7227 GN=Sap47 PE=1 SV=1;tr|A0A0B4LH71|A0A0B4LH71_DROME Synapse-associated protein 47kD, isoform K OS=Drosophila melanogaster OX=7227 GN=Sap47 PE=1 SV=1;sp|Q960T2-3|SAP47_DROME Isoform I of Syna	7	1	1	1	1	1	1	1	1	1	1	1	1	4.9	4.9	4.9	34.627	344	344;347;347;351;374;535;551	2	1	1	1	0	71.302	By matching	By MS/MS	By MS/MS	12571	13492	12341	3352.3	8283.1	5646.5	12939	3210.1	5192.2	3094.5	11894	12688	12399	4097.7	8703.8	5532.7	12736	3407.6	5451.8	2988.1	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	5103.7	5091.3	9423.9	1371.8	5514.6	2126.9	2359.9	1439.8	4324.2	344.24	7466.9	8400.9	2917.5	1980.4	2768.4	3519.6	10580	1770.4	868	2750.2	0	0	0	0	0	0	0	0	0	0	4845.6	4788.4	9187.1	1647.7	5784.3	2090.3	2607.5	1481.2	4183.4	357.47	7048.6	7899.5	3212.2	2450	2919.5	3442.4	10128	1926.5	1268.4	2630.6	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.9	4.9	4.9	4838200	1006400	1463900	2367800	483820	100640	146390	236780	2				22	285	True	312	1096;1097;1098	898;899	898		8		1
E6PBY9;A0A0B4LHS1;P06742-2;P06742	E6PBY9;A0A0B4LHS1;P06742-2;P06742	1;1;1;1	1;1;1;1	1;1;1;1	Myosin light chain alkali	Mlc1-RB;Mlc1	tr|E6PBY9|E6PBY9_DROME RE15944p OS=Drosophila melanogaster OX=7227 GN=Mlc1-RB PE=2 SV=1;tr|A0A0B4LHS1|A0A0B4LHS1_DROME Myosin alkali light chain 1, isoform D OS=Drosophila melanogaster OX=7227 GN=Mlc1 PE=1 SV=1;sp|P06742-2|MLC1_DROME Isoform Indirect fligh	4	1	1	1	0	1	0	0	1	0	0	1	0	20.4	20.4	20.4	15.989	142	142;155;155;155	3			1	0	26.663		By MS/MS		1296.4	1779.8	1652.3	155.56	967.11	315.16	382.11	220.41	2568.8	276.18	1228	1672.1	1633.8	261.42	1015.7	308.11	476.93	233.08	2441.9	265.16	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1296.4	1779.8	1652.3	155.56	967.11	315.16	382.11	220.41	2568.8	276.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1228	1672.1	1633.8	261.42	1015.7	308.11	476.93	233.08	2441.9	265.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	20.4	0	3825800	0	3825800	0	956440	0	956440	0	1				23	95	True	106	347	269	269		9		19
